ID,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
6380,current,M,66,575,66375.81,1634,2831,13847,9902.58,501.24,17,46,7,42,17,1,152000,1,1,1,1,39851.93,3,5591,-4664,18638.77,32835,18,3,47362,23634.5,35203,10,20,21992,34562.44,56859.5,4,22,23359,Y,2661.69,18696
9644,saving,M,33,750,9428.26,5431.86,5932.32,3838,9524.1,4619,6,10,50,8,2,34,461000,1,1,1,1,1146,54243,51520,-4679,41425.25,47653,52,0,54263,33557.1,41041,6,82,49211,94401.6,29246,3,24,20274,Y,82111.83,18216
3278,current,M,55,805,14351.79,19348,16382.59,364,14292.15,2900,44,23,5,1,60,26,141000,1,1,1,1,39851.93,157000,5797,12415,134136,290.47,67,36,110185,69831.35,59337,9,20,325000,12935,40259.5,6,18,64626,Y,13183.12,335975
14256,current,M,223,485,1312.92,3860.45,4497,1149.84,11993.25,2189,31,37,30,22,2,6,276000,1,1,1,1,237823.88,172131,300500,173,1345707.63,27541,24,2,47077,487.72,24587,10,12,36725,181184.37,32033,11,113,20311,Y,2474.83,302294
17333,current,F,33,860,28154.38,1136.55,52412.23,1160.06,7315.52,6586,8,3,13,8,36,67,327000,1,1,1,1,192478,1187335.5,12000,5730,16173.71,154032.98,84,26,13647,65455.44,309297.9,45,18,41198,49704.28,28587,58,26,48122,Y,1521.65,8527
7899,current,M,31,372,4747.05,64804,6307.3,12978.38,24934,4772,52,46,11,42,15,1,271000,1,1,1,1,153410,15375.23,6100,-3506.17993,69060.01,4690,59,35,55412,75641.85,103488,6,86,13521,59500.9,69760,3,12,26083,Y,1158.44,83940
19048,current,M,47,355,3504.32,4884.52,2703.47,3155.32,485,8683,12,26,87,1,2,29,100000,1,1,1,1,7300,11982,36114,7984,96217.35,96150,87,5,20546,24266.85,27720,2,4,12712,89728.39,99824,21,104,22581,Y,10378.8,318077
7833,current,M,60,814,8233.35,3822,8794.65,2218.73,6305,14864.17,5,23,16,30,1,70,403000,1,1,1,1,1488748.8,142608.5,4198,-5998.43994,46376,28501,42,4,65357,27784.15,67022,9,108,22500,128107.74,35204,58,50,9936.97,Y,33874.7,298176
18946,current,M,50,233,22319.75,1360.77,38776.4,5047,872,5229,4,23,87,3,27,3,170000,1,1,1,1,4.5,267421.4,851,4856,17795.66,86860,46,6,64480,35546.24,42269,3,18,17454,18658.02,101145.5,36,12,77470,Y,34602.38,14944
11276,current,F,55,511,7487.46,4008.51,11409,3985.54,20250,772.82,136,77,7,7,2,29,125000,1,1,1,1,76780,32000,5412,-12179,14717.75,41648,23,1,25413,29714.66,25865.57,2,63,33750,61461.46,100824.76,3,96,18514,Y,471.77,4296
2700,current,M,62,539,25357.17,5489.44,8609.8,894.8,5321,622.59,2,83,74,30,6,47,46000,1,1,1,1,54453.8,470000,768,-4324,23135.25,110505.38,4,30,11329,153501.88,47385,2,8,23537.93,164322.27,31045,5,113,34220,Y,1822.2,9749
18276,current,M,47,860,15431,2232,21065.13,2151,16637.43,6169,4,37,44,15,62,8,581000,1,1,1,1,9649.6,185097.6,4367,886,52863,78969.62,42,5,68721,15554.22,27750,4,70,29941,27506.26,21306,36,32,31525,Y,3447.9,9822
4352,current,M,37,256,14616.95,6972,1421.74,5597,418,88567.97,17,5,50,44,12,70,423000,1,1,1,1,32951.25,470000,33774,24326,25796.06,315481.44,22,1,13952,68674.34,36871,43,82,17754,16086,48135,12,21,23281,Y,10987.61,17642
2602,current,M,66,385,1146,1042,22717.23,3787.75,4089.39,3142,19,84,18,44,12,47,20000,1,1,1,1,75240.45,118976,78309,1411,57319.58,122787,35,14,16498,46950.59,14595,31,5,63302,23630.01,22860,1,9,40377,Y,8255.71,12275
1932,current,M,58,866,15180.89,446,33690.33,10945.09,5822.3,117,19,18,30,50,6,13,263000,1,1,1,1,154363.25,300000,8060,6885,26229.25,665223,16,19,34505,51246.27,22719,6,8,39334.09,47125.23,39232,2,64,13040,Y,22289.04,4078
3668,current,M,34,258,13155,12152.84,13846.26,4628.47,5862,21126,28,99,4,60,4,79,329000,1,1,1,1,139323.25,87578,155205,-5715.49023,21169.98,4735,77,3,34199,136899.75,24587,4,50,123554,58725.14,36890,36,27,29412,Y,1858.03,2601
15860,saving,M,53,750,4946.5,286,31677.17,1790,8428,2629.84,2,14,30,44,5,37,31000,1,1,1,1,3006385,110135.86,13873,10210,29466.25,46077,12,7,14276,24919.86,29317,2,18,63627,58958.4,18021,7,50,62979,Y,5168.64,92265
13182,current,M,38,805,4905.3,1703,12736.85,425,15359.15,1994.32,67,99,4,42,44,16,70000,1,1,1,1,22086.05,148150.33,4895,-5998.43994,64467.81,106050,42,1,60924,24241.12,33720,9,38,12451,137808,35817.02,40,50,26317,Y,304.23,19914
14266,current,M,64,536,3623.2,3899,2236,1962.08,9061.955,3328.34,3,128,29,1,2,5,429000,1,1,1,1,48624.7,238000,98472,5439,60214.58,25689.5,11,0,26350,12142,209618,3,70,78089,37478.91,87361.65,94,50,315,Y,6559.11,102519
18120,current,M,47,244,3519,1173,15263.78,6036.89,565.52,10542,8,30,60,10,2,12,102000,1,1,1,1,65977430,2625.16,38599,1411,9138.95,63696,29,1,23815,44479.01,93786,31,8,38453,94027.87,49552.52,9,1,19986,Y,4925.97,17177
12774,current,M,62,708,12589.98,1334.02,14862.19,6383,51737,2756.02,4,1,10,10,11,79,307000,1,1,1,1,48422.7,45000,57899,-6281.37988,170157.86,159230.43,43,33,30192,23594.33,392358.81,0,20,35604,115936.76,127756,4,18,126970,Y,6540.52,17216
12527,saving,M,28,626,2935.5,17124.89,3947.98,4512.85,40269.08,6586,7,23,50,24,9,1,450000,1,1,1,1,825,470000,4699,553,54265.15,30622,67,4,33273,201232.32,190600,5,36,26645,23197.5,538325,12,13,91126.97,Y,1446.07,7633
262,current,M,40,805,56060.42,6234,7697.48,887.33,2045.46,6707.91,100,26,4,8,37,1,17000,1,1,1,1,24129,98110,36000,6885,57758.25,548358.38,52,5,11980,90551.02,566676.24,2,20,43000,89572.49,12507,21,0,18966,Y,4140.41,293651
497,current,M,55,268,5187.83,1344.92,2689.5,2404.04,1472,1767,53,34,84,4,38,4,337000,1,1,1,1,328504.5,40000,48950,0,67343.23,178689,84,35,20683,101915.15,57535,3,13,58036,80983.17,38862,9,13,20712,Y,3708.78,1605
14442,current,M,30,274,7862.43,28534.79,1736.88,5507,798.53,658,24,85,4,42,55,81,595000,1,1,1,1,51291.45,31730.49,25524,7478,65040.56,76490.5,95,2,24193,13990.02,22503.87,0,108,36426,14409.5,13458,2,63,29739,Y,3312.46,5014
10597,current,M,30,464,2540.35,996.6,22282,2754,391.28,4684.13,12,5,35,60,16,3,255000,1,1,1,1,31454.1,500358.79,12337,8723,26571.61,25963,7,7,36300,36143.45,262260,70,20,39628,178182.5,48693,5,58,26642,Y,25364.25,326919
5601,current,M,67,516,10178,3926,40754.94,9404.63,2114.3,2647.42,6,19,4,4,1,1,375000,1,1,1,1,298492,152391,1209,1500,20108.35,149412,46,0,25677,89847.39,340735.33,43,8,19247,78939.4,46393,10,133,75270,Y,11781.3,17056
1060,current,M,44,710,6757,6890.42,1248.17,10309,1766.095,2638,53,10,6,3,1,54,50900,1,1,1,1,23669,142608.5,1266,3735,17736.25,216770.95,52,13,19575,4678,12339,2,16,105000,15145,96075,6,1,241979,Y,2003.87,16485
118,saving,M,32,683,3183,2841,16409.5,4797,6518.085,3667,14,17,46,39,2,5,512000,1,1,1,1,204585.76,74599.9,711,0,43451.25,6097,42,35,60227,79076,65116,35,20,62040,168971,92799,7,76,83,Y,2826.41,12974
1552,saving,M,28,737,15028.43,2631.56,3553,4724,2188,1534,44,8,20,62,5,2,263000,1,1,1,1,87526.1,5241,678,1507,50258.88,45871.72,89,2,16218,22351,90847,8,70,2838,60396.09,23225,2,80,123997,Y,906.2,1364
19239,current,M,120,523,7308.805,3816.71,9848.62,713.83,2748.21,290,6,11,74,15,1,80,471000,1,1,1,1,825,38928,12016,-6885,29541.44,23005,17,6,28709,28959.54,148414.82,1,20,14413,43638.33,28649,3,79,26304,Y,3180.51,164996
6863,current,M,33,503,30561.42,177,7242,9954,14904.735,6770.1,50,2,74,3,2,79,381000,1,1,1,1,116122.65,110135.86,3570,6613,30031.06,20179,41,3,30142,202441.75,56409.5,5,108,35694,77549.32,108714,2,3,15514,Y,10379.77,18953
15818,current,F,53,523,5520.06,554,28688.5,248.9,16994.5,1873,3,10,2,47,2,8,306000,1,1,1,1,11878.6,87578,24619,-5942,25928.69,42205,59,7,133041,36066.9,1673.79,1,24,13599,39359,91406,49,73,38651,Y,422.1,10537
16319,saving,M,32,366,4977.71,2239.4,9106.52,465.86,33490,1502.59,26,30,6,23,18,47,520000,1,1,1,1,40681.6,11772.76,20887,1411,21857.83,194181,2,0,35328,16708.25,211025,8,108,30467,23571.61,40271,7,11,50918,Y,1040.5,5246
1020,current,F,32,536,4672.61,3236.16,15583.75,4221,7342,956,5,99,4,2,21,1,84000,1,1,1,1,24832,128314.74,462,12174,69034.2,28428.23,18,4,19047,36585.72,51692,70,29,18626,21680,54671,2,58,19818,Y,5847.93,20245
1062,current,M,46,330,47211.61,1980,8839.24,1810.02,4744.855,9294,10,93,5,3,3,81,138000,1,1,1,1,126303.7,3,20887,3897,20303.1,10325,39,5,26852,82783.71,7110,3,59,21095,9946.14,127061.39,3,38,8,Y,19103.42,19573
15061,current,M,38,818,2208.255,18730.92,85730.73,9046.02,669.5,74,57,26,60,18,36,77,403000,1,1,1,1,5809.2,15000,3000,-4664,1599.25,12159.7,24,35,15178,9439.34,72190,43,14,379628,37182,36097,3,32,109400,Y,8410.23,332973
8854,current,M,35,254,27311.55,73260,62460,887.33,11075,3928,3,47,5,42,12,4,568000,1,1,1,1,52209.5,186474.96,50000,20513,66542.75,98164.57,8,19,45553,59640.12,28434.36,4,20,65283,47391.34,31520,13,67,60117,Y,1928.01,13365
6857,current,M,46,743,35312,4446.2,26428,1662.76,8534,9812,44,2,50,2,31,16,16000,1,1,1,1,259573.3,68663.61,583,14509,93668.15,21942,11,26,32451,33304.02,285007.62,2,7,30754,39163.5,90798,4,80,31930,Y,5935.83,292317
5944,current,M,62,354,8345,20337.08,21514.27,1509,2652.41,1015,14,31,10,47,1,9,199999,1,1,1,1,456.1,117890,610000,1444,59644,120609,11,1,42586,43172.27,101343,1,81,20630,26914.14,128776.1,2,11,65731.85,Y,10245.86,2136
19125,current,M,64,595,12426.91,3009.8,9960.66,1711,1383,608,6,5,1,1,2,68,100000,1,1,1,1,259573.3,70164,183999,5730,54259.98,19295,35,6,14454,18063.2,54737.86,6,5,12582.38,78761.33,41408,6,39,186314,Y,1497.05,8998
14018,current,M,58,355,6027,7673.34,4827.41,6755,7657,1904,26,93,38,26,2,1,134000,1,1,1,1,213557.15,470000,30071,6885,26028.52,14344.42,52,2,18837,17976.64,22486.72,1,11,15446,29759.61,49806,6,11,14072,Y,2514.42,1058
9548,saving,M,222,554,20556.39,2887.89,22717.23,803,19871.67,3583.63,26,31,67,1,1,54,379000,1,1,1,1,104980.25,446457,5591,14509,56521.26,17349,89,5,47898,182561.5,122975.5,47,25,18783,46621.46,22638,6,40,27893,Y,111.02,138459
13609,current,M,62,588,419,21265.7,38492.41,4167.44,1936.4,1002,44,84,50,1,15,31,378000,1,1,1,1,101891.25,76365.24,48888,844,84886,32862,11,1,29900,186680.98,6574,0,171,49322,63299.07,244008,8,50,23052,Y,898.29,6255
17435,current,M,42,626,22948.85,2929.29,1131.95,2115.05,14141,1068,26,9,13,20,2,13,16000,1,1,1,1,41883.6,60040,15654,3421,52922,48227.91,16,3,36606,23047,156446,17,81,93600,118453.73,11716,5,58,241771,Y,427.14,7268
6679,current,M,62,638,6516,1655,39472.75,15723.12,2845,3328.34,57,7,67,30,2,34,263000,1,1,1,1,811000,6773.96,51520,2921,55653.24,30654,90,35,32369,98936,51782,1,7,11714,36263,121404,94,73,63489,Y,10949.18,7481
3933,current,M,32,369,1874.84,5277.9,11557.89,5113.5,4620.5,10377,6,42,10,8,3,8,255000,1,1,1,1,684495.7,64491,5981,-4664,64273.59,18968,77,3,53568,62078.64,17277,2,70,86.39,25834.24,43561,3,1,67787,Y,599.52,179793
509,current,F,42,956,24600.43,1259.34,12738.48,668,1513.805,3519,2,5,17,8,2,3,74100,1,1,1,1,21511.8,143000,2644,10210,76772.26,78843,42,36,293034,80055.56,65116,43,20,76924,224432,123423.27,8,83,35618,Y,2882.85,13766
16080,saving,F,60,385,2815.625,381,14352,2305,524.38,2663,63,23,13,25,1,1,350000,1,1,1,1,4834.55,142608.5,519,-4664,71900.6,144266.5,42,1,15332,9585.4,377772.36,42,20,17658,46146.7,16046,47,3,28437,Y,5583.64,1948
4577,current,M,35,485,7916,10140.5,3728,1775.58,6477.54,5229,8,34,72,20,3,4,98000,1,1,1,1,825,3084.5,1097,-4679,21131.25,80333,24,1,31403,26838.76,83827,4,63,30383,55014.73,8554,9,17,19038,Y,9037.46,1657
10950,current,M,60,748,3940,2791,35340.5,2248,15624,468,100,9,3,2,55,1,84000,1,1,1,1,1539496.64,244483.3,28985,8723,57973,149728,16,1,28825,282693.12,22878,70,12,63302,227,28954,3,1,20441,Y,5708.13,10369
19215,current,M,32,866,80754.73,6942,23144,248.9,4717.71,4466,3,36,13,25,62,98,505000,1,1,1,1,48422.7,63000,5797,-5715.49023,34021,37226,46,5,29647,13581,30964.35,6,20,47356,90582.27,10472,3,50,68290,Y,41741.65,96336
13716,current,M,29,299,3820.54,2232.84,74997,7579.5,1826.64,1555,12,85,7,24,9,55,53000,1,1,1,1,546565.5,20098,50000,5730,103511.87,199117,94,4,25353,25022.11,30888.37,2,171,43046,10560.71,19604,14,64,43541,Y,42957.12,13564
11550,current,M,58,485,9234,189,2319.01,3167.97,6097,37001.45,56,83,117,3,1,6,255000,1,1,1,1,199690.5,1155000,30071,6916,33866.51,25157.5,46,33,58249,16205.64,66037.4,3,20,22215,281115.29,66347,6,6,17270,Y,53.91,987
12476,current,M,33,698,15722.12,16918.28,15870.01,894.8,4017.72,389,24,34,50,57,3,5,138000,1,1,1,1,5809950,17000,49975,5464,63113.53,71800.96,62,13,17922,28568.12,201513.81,1,11,63993,23848.57,1633,11,76,12604,Y,10373.84,1863
8441,saving,F,53,771,16945.98,3477.6,9874.78,1980.25,10888,1192.63,2,14,52,47,5,67,378000,1,1,1,1,58928.67,67555.67,787,2351,65187.81,96311,42,1,20768,25030.75,134537.94,1,20,43986,33024.95,37580,38,50,19105,Y,5847.22,12809
7502,current,M,29,249,26364.2,729,20968.25,342,4896,2376,4,85,14,4,1,2,47000,1,1,1,1,54201.87,11982,48374,886,24849.87,42334,90,5,10837,10513.13,122214.33,5,82,385963,10157,227936.5,4,7,11418,Y,3020.19,4452
3851,current,M,28,485,3220.12,2130,7866.19,680,26090.85,6586,8,36,4,1,2,4,410000,1,1,1,1,115.45,53749,2156,6409,240998.75,603295,4,3,16568,60644.28,23413,6,25,40920,208804.67,24383.25,4,8,243436,Y,17201.73,7741
8240,current,F,40,653,1708,614,1405.84,3259,41877,9252.24,10,9,23,42,1,3,524000,1,1,1,1,68640,462011.1,954,-6885,159266.81,242873,16,7,142200,220429.63,36589,1,5,49322,118084.54,53908,12,107,35714,Y,2106.74,317914
5740,saving,M,62,505,20930,2724,12029.67,9284,1819,13319,136,10,16,1,21,68,143000,1,1,1,1,154363.25,212907.7,768,-4641.77979,139192.98,39456,23,1,21645,5915,10125,2,7,38218,31670.88,23926,5,50,15467,Y,1497.95,7628
12083,saving,M,63,324,4599.71,3853.75,19595.49,3550,393,30966.91,1,31,10,50,3,70,381000,1,1,1,1,9717.55,180000,12000,12174,39360,91060,46,2,30300,48506.55,35150.31,43,81,11404.82,60253.59,342188,62,6,109311,Y,679.97,7403
1401,current,M,35,708,12698,1995.43,1689.5,9215.19,12927.04,2158,5,9,46,1,1,22,98000,1,1,1,1,443.36,5000,16114,1444,92621.62,97447.88,39,4,12418,875.84,100126,2,1,16145,14350,56125,3,120,26167,Y,297.01,9941
21,current,M,28,574,50979.91,4780,19812.24,3808.66,9442,2195,531,18,47,53,4,54,124000,1,1,1,1,105750,400000,768,1245,40039.61,61665.62,11,4,23278,538041.23,38287,2,8,11370,256,97586.23,6,50,53198,Y,15092.7,14912
2773,current,M,42,385,23942.93,2344,46632.65,6914.35,9378.02,3457.55,6,3,6,47,1,54,11000,1,1,1,1,1207.5,465000,14904,19765,27078,117657.38,4,6,212471,103641.5,65897.24,4,82,22011,37775.59,168,49,3,97062,Y,0,16303
3609,current,M,35,858,14930.14,13900.2,6870.49,2210,4585.5,6084,26,22,64,1,14,6,519000,1,1,1,1,140262.4,106398,43798,6613,19801,37832,147,23,40385,11209.95,23124,43,70,29622,27774.98,145668,6,103,27299,Y,2698.31,12125
5072,current,F,33,249,37954.06,1774,3480.5,1357.61,35723,4461,4,1,87,3,5,10,300000,1,1,1,1,1800,31033,908,6260,99656.79,49352,70,2,24551,36849.75,96785.5,4,20,5090,1090.29,29836,47,83,71513,Y,13625.73,115786
10810,current,M,55,809,11382.56,5339.44,16251.37,3279,39186,2726,10,36,6,20,21,1,101250,1,1,1,1,365855.6,1187335.5,13873,3897,231393.88,46665,5,0,25277,11452.5,332,6,171,22551,2010,34819.25,117,1,21133.25,Y,7362.18,20381
17291,current,M,53,950,13601.37,727,85508.47,2710,73964.4,9787,2,83,5,1,63,3,505000,1,1,1,1,15939.83,45000,925,277,25902.87,129994,20,19,41085,175025.54,34324,1,8,49312,57379.62,21645,43,13,19754,Y,30340.33,18295
15535,current,M,42,743,16362,1985.02,4891,14156.41,5123,2684.5,44,46,23,6,2,2,379000,1,1,1,1,977377.25,16671,19400,7896,37382.1,4538,42,31,42520,10339.43,34078.49,4,63,36103,51061.98,59969.48,8,96,24559,Y,5719.74,12446
10619,current,M,35,887,44143.09,3550,14800.01,10045,1582,1654.5,136,10,8,30,23,11,293000,1,1,1,1,50550.5,6773.96,16114,7478,43520.12,56841,86,0,34277,38575.22,15169,11,7,50985,73853.12,73234,16,73,49994,Y,1353.73,18919
15235,saving,M,62,424,41757,4827,1117246.31,2438.45,2690.8,295.2,8,23,64,30,15,70,125000,1,1,1,1,67833.35,53749,23500,-5998.43994,62762.76,20063,69,4,22505,89641,40152,16,44,32771,55112.19,29459,3,11,78354,Y,2904.66,12701
14869,current,M,66,233,5309.8,29373,2062.78,5104.4,51162.53,1713,5,1,82,4,25,91,296000,1,1,1,1,5045.13,96096,68000,-4664,27009.48,5918,46,6,172283,25094.56,38591,3,70,102500,21876.06,113138.48,2,9,20005,Y,2366.8,308247
2002,current,M,27,324,9542.46,383.3,1749,3955.23,10914,3365.37,3,66,5,44,1,1,25000,1,1,1,1,683316,560000,68000,5439,230709.64,7085,10,9,50782,23123,32512.12,7,59,14037,24278.26,70482.79,43,65,2154,Y,12248.94,4021
19455,current,M,120,454,12916.47,1556.1,29736.15,2590,2332,10210,136,30,2,53,4,18,379000,1,1,1,1,1208.25,24000,492,-4679,33844.5,74180,18,3,40017,104186.79,13300,2,78,34820,40490.38,33642,6,83,24500,Y,17.31,88924
10163,current,M,44,809,5534,3288,11133.79,248.9,13200,4558,44,11,44,2,9,13,505000,1,1,1,1,2533020,470000,25524,7478,152005.74,60060,10,9,20232,31623.49,85381,6,11,15571,70944.02,170.29,93,13,19929,Y,5393.11,557
6643,current,M,40,503,1078.29,5146,3000.91,7399.2,24524.195,11432,4,9,47,12,17,3,19000,1,1,1,1,1488748.8,17500,2019,0,57436,805,42,3,28421,4103.83,5180,43,82,79283,18919.7,44468.59,12,1,21480,Y,178.6,86265
14069,current,M,49,488,7072,589.96,19000,133508,523,1712,8,85,4,1,15,64,400000,1,1,1,1,41883.6,187788.1,38599,418,24233.81,61986,55,5,24850,53284.67,149199,2,42,10345,26899.01,31690,19,7,30753,Y,3678.42,19142
9227,current,M,53,653,7216.24,35250,28702.04,4050,5493,17167,63,66,2,3,15,4,256000,1,1,1,1,5809950,46500,23500,1079,27383.97,45834,10,1,17155,53918.23,131888,2,25,18264,33469.36,127812.1,62,58,21480,Y,3181.79,30460
18754,current,M,33,606,5362.71,2525.94,2522,11110.93,4715.665,4016,5,23,102,5,5,68,380000,1,1,1,1,692000,138475.4,13873,-4679,99571.73,81321,3,0,8055,24616.95,21736,2,75,52912,56620.62,247760,47,18,39329,Y,11717.93,16833
9889,current,M,35,867,1316.22,8203.07,23069.64,2160,8430.86,1834.08,3,30,50,3,3,67,371000,1,1,1,1,9624.6,12257,50000,1014,20808.14,52442,103,26,26852,15627.18,12433,6,8,52560,23571.61,20686,3,13,24314,Y,3377.03,18111
8017,current,M,53,385,14731.92,2185.02,18693.19,15724.72,2806,659,14,601,19,1,1,2,378000,1,1,1,1,105453.65,21577.06,5981,20324,71334,32437,89,4,38678,21772.3,74340.5,45,28,20903,32731,73712.5,21,24,19627,Y,1877.42,108742
1034,current,M,35,594,3565,2951.97,1664,5204,372.1,1956,6,77,64,1,3,4,75000,1,1,1,1,39851.93,53749,2644,6885,32475.39,163391,79,7,40072,97556.36,33932,2,42,49698,17781,421,58,58,26645,Y,15224.23,11509
10285,current,M,62,385,6204.15,1224,3225.84,14081.12,3737,3461,5,71,44,2,25,34,102000,1,1,1,1,55700,51000,5591,-5439,80824.33,39245.4,4,35,92864,178342.83,31699,30,42,28151,176985.99,48344,6,83,22111,Y,5971.57,12220
13410,current,F,53,708,40278.91,8731,5260,2370,23067.61,110.5,26,8,112,57,21,11,83000,1,1,1,1,360978.37,16671,550,6916,22072.76,19726,11,1,235000,15675.72,37686.61,1,69,31320,6877,231044.5,7,12,141014.42,Y,9300.87,15836
3253,current,M,34,503,14445,1071,37902.7,1945.13,803.34,3899,6,50,135,2,1,70,98000,1,1,1,1,42460.6091,446457,2644,-4612.00977,252090.3,82894.56,46,11,23294,56424.94,64402.36,23,25,30858,242579.95,82907.51,7,79,20984,Y,5908.78,17464
19915,current,M,35,684,9138.96,4099,61800.34,562,5563.18,5315,7,99,44,3,3,20,324000,1,1,1,1,28.5,52985.43,130000,5773,17251.56,20476.85,42,1,51772,69072,1660,2,24,42250,51125.56,43268,11,1,27517,Y,19665.01,3839
3398,current,M,34,748,52456.63,363,28604.09,5995,1251.38,1017,6,4,4,1,2,68,303000,1,1,1,1,259573.3,159308,4458,1465,125959.67,19303,62,19,10564,22351,30426,47,20,30545,10717.46,36331.75,117,12,30719,Y,773.57,17675
14087,current,M,32,771,10068.83,7509.01,1854.5,2225,3183.8,6829.18,14,5,52,41,4,54,232000,1,1,1,1,197067.2,190887.4,1166,903,3818.25,24225,147,26,45404,3598.33,44088,6,18,22062,317640.3,12731.09,3,80,20984,Y,3917.78,290389
6675,saving,M,28,658,4998.46,2372,3579.56,1029,32011.5,11893,2,10,35,1,4,44,84000,1,1,1,1,9624.6,136000,505,-4679,25078.32,97503.42,18,4,152572,1849.78,18862.73,6,81,55141,245477.57,75800,58,12,199567,Y,1029.04,133689
19379,current,M,38,464,31525,12701.75,6603,3431.35,2483,1014,7,11,9,42,51,53,263000,1,1,1,1,35280,165970.9,33330,12415,167111.01,36378,7,31,47540,9105.07,53243,3,8,9750,26200.23,41088.87,10,75,35877,Y,22397.53,19273
8617,current,M,34,488,9126.05,3546.98,15290.52,383,113001,17167,60,2,7,50,44,1,49999,1,1,1,1,161704,16363,130000,6885,13348.56,257,11,0,218500,24500.16,25742,10,16,78565,47841.5,165751,5,65,73012,Y,12381.29,6371
10471,current,F,55,723,18352,11335.3,3737.24,5870,511,623,5,10,3,18,2,26,47000,1,1,1,1,168265.55,76365.24,1036,5464,28989.82,112061,90,3,29140,35055.39,72242,2,171,27466,44546.79,39073,2,65,30172,Y,19102.38,18772
12753,current,M,29,314,5490.68,9602.97,20986.97,2544.52,75189,3891.73,531,66,47,24,21,98,67000,1,1,1,1,2002.36,120000,11545,-6335,85561.79,67180,57,6,27289,28550.9,66857,23,104,152348,573641.73,20393,36,65,22224,Y,7375.92,3027
11686,saving,M,42,614,3297.37,15950,1416.5,768,10815,3455.5,1,36,10,48,25,10,512000,1,1,1,1,413540,917881.54,2644,26601,55780.05,33510,11,35,14394,1550,104308,30,20,23224,265154.13,394374,6,18,38752,Y,1395.23,6806
15871,current,M,38,867,19940.92,17487.61,4991.5,625,14286.75,15424,2,43,11,24,2,56,293000,1,1,1,1,1359.3,100934,5540,1931,138811.12,16490,67,17,953,24777.16,116793.57,43,8,575,343.35,57884.43,12,24,12479,Y,10975.65,7996
18098,current,M,32,708,5181.7,2955,3264,3806,7431.36,945.97,43,19,50,1,9,79,249000,1,1,1,1,322.02,31033,3570,-6281.37988,53210.95,300222.61,63,30,13188,15463.5,131862,2,7,37683,39328.55,8372,3,18,27420,Y,6093.01,134084
14603,current,M,38,233,10561.53,2096.75,20665.99,3446.76,13369,2575.38,7,56,74,30,2,80,100000,1,1,1,1,67833.35,119898.8,78309,167,83119.26,47781,40,27,16897,30146.35,156304.51,3,20,288075,35964.3,35071,3,18,19034,Y,3054.25,4757
16689,saving,M,62,536,35698.14,1800.02,5090.32,3671.7,9430,1981,44,6,7,5,5,98,40000,1,1,1,1,76780,71256,45000,-4679,25581.47,52400.99,4,33,17808,60177,86889,12,1,129509,45801.49,152,40,38,46074,Y,4859.56,4278
9136,current,M,53,582,5144.76,231,3766.62,4906,2878.2,8617,4,84,14,3,3,20,59000,1,1,1,1,144110.45,267421.4,3792,5340,57190.25,32351.51,9,5,33954,312874.02,70944,30,8,21016,80.88,46141,9,32,24914,Y,2018.98,17782
14373,current,M,61,883,5320.3,1774,10253.9,3876,61679,1697,20,77,84,8,2,31,340000,1,1,1,1,7304.75,15395.48,24094,9415,24439.5,43747.87,10,7,1089,34952.75,16015,47,108,19931,55413.72,21232,21,32,24374,Y,6808.82,12914
4249,current,F,47,269,22085.7,4299,69121.74,12486.47,7836.74,3150.8,100,11,18,7,5,30,378000,1,1,1,1,903003,107692,33774,1332,95502.49,23581,0,35,26604,12693,49881,9,50,49516,34370.48,11574,2,32,860,Y,3768.12,19087
7971,current,M,120,626,2208.255,1058.28,108058.12,1069.02,26166.96,4061,12,38,44,30,6,17,293000,1,1,1,1,506688.65,53749,492,0,64021.29,14312.91,46,36,60698,37968.84,56158,5,17,68875,62811.81,44805.26,9,38,13677,Y,18442.84,1348
3168,current,M,55,445,28838.33,676.4,6737.44,4942.05,1252.66,4005,10,23,16,18,1,5,326000,1,1,1,1,137553.95,24000,298472,1411,42515.26,35456,18,28,26706,55875.13,2164,9,78,19180,56152.16,43292.35,5,50,37234,Y,10225.55,307464
13680,current,M,30,658,5298.77,33118.35,21935.22,4576,561.01,649,6,5,71,39,3,11,371000,1,1,1,1,181073.75,172678.56,16215,2921,206063.5,19983,24,14,11515,20153.37,40273.74,1,6,24117,41711.11,10973.79,4,24,34725,Y,9160.41,8621
8669,saving,M,37,802,31691,3069.71,2619.17,770,5412,3501.5,56,26,13,18,2,3,232000,1,1,1,1,550,10701,2156,-4612.00977,12737,33990,91,1,325,58685,61887.5,2,81,17238,33048.85,35852,5,17,53470,Y,4866.36,3324
